"record_id","row_no","field_name","file_token","original_name","local_path","download_status","download_error"
"rec27tqRSCY5HJ","1","问题描述图片","LQq0b0xrsoCdrPxGy6yc8qY0nDh","2026-05-27T08-40-49-729Z-f2ivag.jpg","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\001_rec27tqRSCY5HJ\问题描述图片_01_2026-05-27T08-40-49-729Z-f2ivag.jpg","downloaded",""
"rec27vHEnnmNEb","10","截图","MdhDbyumRoQPGqxrW2pcHt5In4g","image.png","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\010_rec27vHEnnmNEb\截图_01_image.png","downloaded",""
"rec27vHEnnmNEb","10","问题描述图片","RLj6btqCCojZCLxzom6cEvPinXe","2026-06-01T02-23-34-719Z-qs6m0z.jpg","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\010_rec27vHEnnmNEb\问题描述图片_01_2026-06-01T02-23-34-719Z-qs6m0z.jpg","downloaded",""
"rec27vNqEmLcNc","11","截图","OONGbWKXZo8NORxY2yHc0hj6n5b","image.png","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\011_rec27vNqEmLcNc\截图_01_image.png","downloaded",""
"rec27vNqEmLcNc","11","问题描述图片","X2VibyudnoY5lTxYZtLcgOf4nkh","2026-06-01T08-02-48-764Z-qa2qoy.jpg","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\011_rec27vNqEmLcNc\问题描述图片_01_2026-06-01T08-02-48-764Z-qa2qoy.jpg","downloaded",""
"recvkaHaMOlvyG","13","问题描述图片","ObwebBWhSowAtlxqbz5ci57En4f","2026-05-27T08-40-39-939Z-4erq8g.jpg","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\013_recvkaHaMOlvyG\问题描述图片_01_2026-05-27T08-40-39-939Z-4erq8g.jpg","downloaded",""
"rec27w6xyoaO6f","14","截图","PjNLb6vrxo5HiSxBdRwcTl9Nn9g","image.png","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\014_rec27w6xyoaO6f\截图_01_image.png","downloaded",""
"rec27w6xyoaO6f","14","问题描述图片","QN8RbZWrJocUiSxENqvcwtFpnCg","2026-06-02T02-44-27-837Z-15wq41.jpg","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\014_rec27w6xyoaO6f\问题描述图片_01_2026-06-02T02-44-27-837Z-15wq41.jpg","downloaded",""
"recvkNEWcjdMo6","15","截图","VXDnbFhpzoM91vxM9QEcggQGntb","image.png","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\015_recvkNEWcjdMo6\截图_01_image.png","downloaded",""
"recvkNEWcjdMo6","15","问题描述图片","BKDrb0mRvosRFKxfxDScFAufn0f","2026-05-27T08-40-18-756Z-jj0q0u.jpg","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\015_recvkNEWcjdMo6\问题描述图片_01_2026-05-27T08-40-18-756Z-jj0q0u.jpg","downloaded",""
"recvkOu5pv9qS6","16","问题描述图片","QfQSb9L3Xonulqxwb6gc3RCtn7e","2026-05-27T10-04-40-065Z-se1hi8.jpg","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\016_recvkOu5pv9qS6\问题描述图片_01_2026-05-27T10-04-40-065Z-se1hi8.jpg","downloaded",""
"rec27u6z5p5Prg","17","问题描述图片","ILhob11pGoNVtMxpA0PcugUAnNj","2026-05-28T01-27-53-540Z-opvk7l.jpg","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\017_rec27u6z5p5Prg\问题描述图片_01_2026-05-28T01-27-53-540Z-opvk7l.jpg","downloaded",""
"rec27uebIuAJao","18","截图","QE3NbVJmEodowrx88V9cpHKrn2b","image.png","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\018_rec27uebIuAJao\截图_01_image.png","downloaded",""
"rec27uebIuAJao","18","问题描述图片","VKR8beh1foaUvsxC6mncwInXni0","2026-05-28T08-55-21-115Z-hagxgy.jpg","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\018_rec27uebIuAJao\问题描述图片_01_2026-05-28T08-55-21-115Z-hagxgy.jpg","downloaded",""
"rec27uvuOsu2BX","19","问题描述图片","OJLlbR057opHGWx3lkzcTcHenbb","2026-05-29T01-51-11-761Z-wjjcig.jpg","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\019_rec27uvuOsu2BX\问题描述图片_01_2026-05-29T01-51-11-761Z-wjjcig.jpg","downloaded",""
"rec27u7TzPiVUi","2","截图","X5NubUv53oJzVcxFFetcfVk2n4e","20260528104506_rec_.mp4","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\002_rec27u7TzPiVUi\截图_01_20260528104506_rec_.mp4","downloaded",""
"rec27u7TzPiVUi","2","问题描述图片","QJ6vbgNA0oIy1qxkmuwcOFVnnVg","2026-05-28T02-46-01-854Z-5xx82g.jpg","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\002_rec27u7TzPiVUi\问题描述图片_01_2026-05-28T02-46-01-854Z-5xx82g.jpg","downloaded",""
"rec27uzo0XueEM","20","截图","ZcywbkCS6okHibxBWkIcLpM0nRg","image.png","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\020_rec27uzo0XueEM\截图_01_image.png","downloaded",""
"rec27uzo0XueEM","20","问题描述图片","NDdRbScK6o3y6Tx7BUhc8YsBnNb","2026-05-29T05-39-33-758Z-vfcmq8.jpg","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\020_rec27uzo0XueEM\问题描述图片_01_2026-05-29T05-39-33-758Z-vfcmq8.jpg","downloaded",""
"rec27w70gAINlZ","21","截图","S33IbGaLdoh065xTjRUcqHELnLg","20260602-0310-55.0304943.mp4","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\021_rec27w70gAINlZ\截图_01_20260602-0310-55.0304943.mp4","downloaded",""
"rec27w70gAINlZ","21","问题描述图片","XTjhbdHXuovqhQx0OcTcHhHVnzb","2026-06-02T03-11-39-040Z-ybtovn.jpg","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\021_rec27w70gAINlZ\问题描述图片_01_2026-06-02T03-11-39-040Z-ybtovn.jpg","downloaded",""
"recvkaAxhCdR7s","22","截图","U5babgLSMoootuxUdPIc2bfnnzd","01_prestige_research.jpg","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\022_recvkaAxhCdR7s\截图_01_01_prestige_research.jpg","downloaded",""
"recvkaAxhCdR7s","22","问题描述图片","KtBYbgSvZoPv9uxeLtdcPRnFn5g","2026-05-27T08-40-45-418Z-se9001.jpg","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\022_recvkaAxhCdR7s\问题描述图片_01_2026-05-27T08-40-45-418Z-se9001.jpg","downloaded",""
"recvkdDA1CszxE","23","截图","LfSMbJ4Q7o4vygxyn6QcugEpnIe","image.png","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\023_recvkdDA1CszxE\截图_01_image.png","downloaded",""
"recvkdDA1CszxE","23","问题描述图片","Wyjobj6cPoWbTYxcxP1clKoMn6d","2026-05-27T08-40-36-352Z-gg7y6f.jpg","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\023_recvkdDA1CszxE\问题描述图片_01_2026-05-27T08-40-36-352Z-gg7y6f.jpg","downloaded",""
"recvkdUbKc4ghY","24","截图","Rsdsb8PCbomX55x4GVtcWIMnn7d","image.png","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\024_recvkdUbKc4ghY\截图_01_image.png","downloaded",""
"recvkdUbKc4ghY","24","问题描述图片","AZvQbsrUqomn0kxSC5Ocftq8nEd","2026-05-27T08-40-16-668Z-sqippq.jpg","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\024_recvkdUbKc4ghY\问题描述图片_01_2026-05-27T08-40-16-668Z-sqippq.jpg","downloaded",""
"recvkfPF8WNvMq","25","截图","OpSZbamFcoZHhdxtcFHcKMDNn6c","image.png","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\025_recvkfPF8WNvMq\截图_01_image.png","downloaded",""
"recvkfPF8WNvMq","25","问题描述图片","K5PYbklbVooE5sxCdAbcpmlsngp","2026-05-27T08-40-23-868Z-67chdd.jpg","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\025_recvkfPF8WNvMq\问题描述图片_01_2026-05-27T08-40-23-868Z-67chdd.jpg","downloaded",""
"rec27ue8jBAtdT","26","截图","AsGCbAtPeo5BSUxgQzsczXxFn1X","image.png","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\026_rec27ue8jBAtdT\截图_01_image.png","downloaded",""
"rec27ue8jBAtdT","26","问题描述图片","JLqnbwQnNouMdpxdppwcKbWwnCe","2026-05-28T08-52-05-258Z-p572o7.jpg","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\026_rec27ue8jBAtdT\问题描述图片_01_2026-05-28T08-52-05-258Z-p572o7.jpg","downloaded",""
"rec27uvq7ulqyP","27","截图","CFJQb2SARoq4RnxBVs9cJy84nAd","image.png","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\027_rec27uvq7ulqyP\截图_02_image.png","downloaded",""
"rec27uvq7ulqyP","27","截图","Tidfb4O7eohOMWxPJCrcis2znwh","image.png","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\027_rec27uvq7ulqyP\截图_01_image.png","downloaded",""
"rec27uvq7ulqyP","27","问题描述图片","DeKwbVp8wogRa2xOq74c8f7Jnbe","2026-05-29T01-46-44-590Z-73z0hw.jpg","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\027_rec27uvq7ulqyP\问题描述图片_01_2026-05-29T01-46-44-590Z-73z0hw.jpg","downloaded",""
"recvln77h2LdKL","28","截图","M4WObhQQZossgwx7fihcpePDngf","image.png","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\028_recvln77h2LdKL\截图_01_image.png","downloaded",""
"recvln77h2LdKL","28","问题描述图片","GbWnbgpQeojeeSxKDXxc0sPHnKh","2026-06-02T08-08-24-388Z-0hh0mg.jpg","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\028_recvln77h2LdKL\问题描述图片_01_2026-06-02T08-08-24-388Z-0hh0mg.jpg","downloaded",""
"recvlncgKlhl37","29","截图","IKolbHqTYoSdBPxAuCecIzWVnYd","image.png","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\029_recvlncgKlhl37\截图_01_image.png","downloaded",""
"recvlncgKlhl37","29","问题描述图片","AoZwbxfoaoNed3xZ5H9cUVtRnad","2026-06-02T08-31-22-817Z-zc77yw.jpg","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\029_recvlncgKlhl37\问题描述图片_01_2026-06-02T08-31-22-817Z-zc77yw.jpg","downloaded",""
"rec27uvs1MJtLX","3","问题描述图片","MtWvbSbV5ophA5xu3RUcOjdSnRf","2026-05-29T01-48-33-674Z-9tb3tk.jpg","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\003_rec27uvs1MJtLX\问题描述图片_01_2026-05-29T01-48-33-674Z-9tb3tk.jpg","downloaded",""
"rec27tJ69uu7yE","30","截图","Be4obRUQLoonffxO0zPcYXhXn6f","image.png","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\030_rec27tJ69uu7yE\截图_01_image.png","downloaded",""
"rec27tJ69uu7yE","30","问题描述图片","OQXhbOvDIo84LCxI97Zc4DR7nKc","2026-05-27T08-40-30-462Z-0idkqg.jpg","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\030_rec27tJ69uu7yE\问题描述图片_01_2026-05-27T08-40-30-462Z-0idkqg.jpg","downloaded",""
"rec27u6FjQvBEj","31","截图","Gbrebws9ToT07DxfFRqcEeeFn7d","image.png","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\031_rec27u6FjQvBEj\截图_01_image.png","downloaded",""
"rec27u6FjQvBEj","31","问题描述图片","DGo5bfHVko8rCRxndFAcCYHVnUl","2026-05-28T01-33-46-909Z-a16vce.jpg","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\031_rec27u6FjQvBEj\问题描述图片_01_2026-05-28T01-33-46-909Z-a16vce.jpg","downloaded",""
"rec27uDZ4LpICl","32","截图","BpKqbbcVpoO5DQxPHWucm330nNf","image.png","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\032_rec27uDZ4LpICl\截图_02_image.png","downloaded",""
"rec27uDZ4LpICl","32","截图","Piu7bwJXpoEZ1QxsMptc0xB9nZe","image.png","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\032_rec27uDZ4LpICl\截图_01_image.png","downloaded",""
"rec27uDZ4LpICl","32","问题描述图片","A51pbP7Lno6HZdxFJRgcH0xOnVg","2026-05-29T10-09-21-701Z-68q8bi.jpg","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\032_rec27uDZ4LpICl\问题描述图片_01_2026-05-29T10-09-21-701Z-68q8bi.jpg","downloaded",""
"recvlngsI2JWVx","33","截图","Pdc2bcgJCoqzg5x1n91cCl58nyb","image.png","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\033_recvlngsI2JWVx\截图_01_image.png","downloaded",""
"recvlngsI2JWVx","33","问题描述图片","Uy2Jb46Olo3QFwx9Txzcl2rendg","2026-06-02T08-45-04-028Z-e4bixw.jpg","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\033_recvlngsI2JWVx\问题描述图片_01_2026-06-02T08-45-04-028Z-e4bixw.jpg","downloaded",""
"recvkaAxhCeRIS","34","截图","WrCQbWS88oPfKCxcQMacbMZwnlb","08_lab_no_goal.jpg","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\034_recvkaAxhCeRIS\截图_01_08_lab_no_goal.jpg","downloaded",""
"recvkaAxhCeRIS","34","问题描述图片","NokIbNLoEoEFTdxpsYlcd7Sin3e","2026-05-27T08-40-34-298Z-zek6li.jpg","C:\Users\Administrator\Documents\New project\feishu_base_export\attachments\034_recvkaAxhCeRIS\问题描述图片_01_2026-05-27T08-40-34-298Z-zek6li.jpg","downloaded",""
